t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
27.549,466,0.4712,0.545,10.89,,80.97,22.97,18.76,0.031,0.0198,0.0032,-0.0132,0.0029,0.0024,907.0,0.001788,2.0,0.034981,0.0,0.0,0.000832,2.0,0.013563,0.0,0.0,-5.9,0
27.64,467,0.5045,0.545,10.85,,80.97,20.97,18.76,0.0439,0.0197,0.0041,-0.0148,0.0029,0.0024,913.0,0.001802,2.0,0.035143,0.0,0.0,0.000839,2.0,0.013649,0.0,0.0,-10.6,0
27.679,468,0.4926,0.545,10.84,,80.97,20.19,18.76,0.0319,0.0197,0.0034,-0.0137,0.0029,0.0024,922.0,0.001815,2.0,0.035302,0.0,0.0,0.000845,2.0,0.013735,0.0,0.0,-8.2,0
27.745,469,0.4749,0.545,10.81,,80.97,21.7,18.76,0.0139,0.0197,0.0012,-0.014,0.0029,0.0025,913.0,0.001828,2.0,0.035458,0.0,0.0,0.000851,2.0,0.013819,0.0,0.0,-1.8,0
27.798,470,0.4912,0.545,10.79,,80.97,22.56,18.76,0.0285,0.0197,0.0025,-0.0133,0.0029,0.0025,924.0,0.00184,2.0,0.035612,0.0,0.0,0.000856,2.0,0.013903,0.0,0.0,-5.9,0
27.823,471,0.4805,0.545,10.78,,80.97,22.83,18.76,0.0388,0.0197,0.0027,-0.0134,0.0029,0.0025,929.0,0.001853,2.0,0.035764,0.0,0.0,0.000862,2.0,0.013986,0.0,0.0,-7.3,0
27.872,472,0.4783,0.545,10.76,,80.97,21.11,18.76,0.0412,0.0196,0.0032,-0.0136,0.0029,0.0025,952.0,0.001865,2.0,0.035914,0.0,0.0,0.000868,2.0,0.014067,0.0,0.0,-8.7,0
27.938,473,0.4661,0.545,10.74,,80.97,22.23,18.76,0.0469,0.0196,0.0038,-0.0143,0.0029,0.0025,953.0,0.001876,2.0,0.036062,0.0,0.0,0.000873,2.0,0.014148,0.0,0.0,-13.4,0
27.992,474,0.4562,0.545,10.72,,80.97,25.22,18.76,0.0323,0.0196,0.0024,-0.0147,0.0029,0.0025,957.0,0.001888,2.0,0.036208,0.0,0.0,0.000878,2.0,0.014228,0.0,0.0,-9.6,0
28.031,475,0.467,0.545,10.7,,80.97,21.4,18.76,0.0419,0.0196,0.0036,-0.0151,0.0029,0.0025,983.0,0.001899,2.0,0.036352,0.0,0.0,0.000883,2.0,0.014308,0.0,0.0,-12.8,0
28.096,476,0.4769,0.545,10.68,,80.97,26.5,18.76,0.0222,0.0196,0.0022,-0.0145,0.0029,0.0025,983.0,0.00191,2.0,0.036495,0.0,0.0,0.000888,2.0,0.014387,0.0,0.0,-6.1,0
28.135,477,0.5052,0.545,10.66,,80.97,24.78,18.76,0.0272,0.0195,0.0024,-0.0154,0.0029,0.0025,987.0,0.001921,2.0,0.036636,0.0,0.0,0.000893,2.0,0.014465,0.0,0.0,-6.7,0
28.214,478,0.5014,0.545,10.63,,80.97,20.45,18.76,0.0163,0.0195,0.0028,-0.0171,0.0029,0.0025,1008.0,0.001931,2.0,0.036776,0.0,0.0,0.000898,2.0,0.014543,0.0,0.0,-1.1,0
28.253,479,0.547,0.545,10.62,57.0,80.97,15.01,18.76,0.1242,0.0195,-0.0058,-0.0173,0.0029,0.0025,983.0,0.001942,2.1,0.036915,0.0,0.0,0.000902,2.0,0.01462,0.0,0.0,37.7,1
28.341,480,0.5415,0.545,10.59,55.37,80.97,21.53,18.76,0.1714,0.0195,-0.005,-0.017,0.0029,0.0025,999.0,0.001952,2.1,0.037053,0.0,0.0,0.000906,2.0,0.014697,0.0,0.0,50.8,1
28.38,481,0.4779,0.545,10.57,58.13,80.97,20.66,18.76,0.0807,0.0196,-0.0002,-0.0195,0.0029,0.0025,1012.0,0.001962,2.1,0.03719,0.0,0.0,0.000911,2.0,0.014773,0.0,0.0,13.8,0
28.42,482,0.5054,0.545,10.56,76.73,80.97,19.34,18.76,0.0709,0.0197,0.0,-0.0222,0.0029,0.0025,1052.0,0.001971,2.1,0.037326,0.0,0.0,0.000915,2.0,0.014849,0.0,0.0,11.5,0
28.459,483,0.4942,0.545,10.54,82.46,80.97,19.41,18.76,0.1231,0.0202,-0.0021,-0.0258,0.0029,0.0025,1040.0,0.001981,2.1,0.037461,0.0,0.0,0.000919,2.0,0.014924,0.0,0.0,24.8,0
28.565,484,0.4795,0.545,10.5,84.65,80.97,21.38,18.76,0.0981,0.0204,-0.0012,-0.0247,0.0029,0.0026,1052.0,0.00199,2.1,0.037596,0.0,0.0,0.000923,2.0,0.015,0.0,0.0,18.2,0
28.617,485,0.4391,0.545,10.48,67.99,80.97,21.79,18.76,0.056,0.0204,0.0027,-0.0178,0.0029,0.0026,1052.0,0.002,2.1,0.03773,0.0,0.0,0.000927,2.0,0.015075,0.0,0.0,-7.8,0
28.659,486,0.4003,0.5406,10.47,62.63,80.97,24.29,18.76,0.1348,0.0204,0.007,-0.0147,0.0029,0.0026,1052.0,0.002009,2.1,0.037864,0.0,0.0,0.000931,2.0,0.01515,0.0,0.0,-33.1,1
28.696,487,0.4692,0.5406,10.45,47.61,80.97,21.15,18.76,0.2375,0.0204,-0.0105,-0.0135,0.0029,0.0026,1008.0,0.002018,2.1,0.037998,0.0,0.0,0.000934,2.0,0.015224,0.0,0.0,86.8,1
28.733,488,0.4821,0.5406,10.44,59.69,80.97,20.79,18.76,0.1789,0.0204,-0.0092,-0.0125,0.0029,0.0026,1012.0,0.002026,2.1,0.038132,0.0,0.0,0.000938,2.0,0.015299,0.0,0.0,58.1,1
28.8,489,0.453,0.5406,10.42,93.36,80.97,17.2,18.76,0.0776,0.0204,-0.0036,-0.012,0.0029,0.0026,1025.0,0.002035,2.1,0.038265,0.0,0.0,0.000941,2.0,0.015374,0.0,0.0,25.5,1
28.837,490,0.4763,0.5406,10.4,,80.97,19.71,18.76,0.0585,0.0204,-0.0033,-0.0136,0.0029,0.0026,1018.0,0.002044,2.1,0.038399,0.0,0.0,0.000945,2.0,0.015448,0.0,0.0,19.4,0
28.92,491,0.5026,0.5406,10.37,,80.97,28.34,18.76,0.1003,0.0204,0.0074,-0.013,0.0029,0.0026,1036.0,0.002052,2.1,0.038533,0.0,0.0,0.000948,2.0,0.015523,0.0,0.0,-31.4,1
28.997,492,0.4347,0.5406,10.35,,80.97,,18.76,0.2344,0.0204,0.0133,-0.0117,0.0029,0.0026,,0.002061,2.1,0.038668,0.0,0.0,0.000952,2.0,0.015598,0.0,0.0,-80.5,1
29.035,493,0.4667,0.5406,10.33,,80.97,,18.76,0.2108,0.0204,0.0122,-0.0137,0.0029,0.0026,,0.002069,2.1,0.038803,0.0,0.0,0.000955,2.0,0.015674,0.0,0.0,-76.0,1
29.072,494,0.4547,0.5406,10.32,,80.97,,18.76,0.2068,0.0204,0.0122,-0.0144,0.0029,0.0026,,0.002078,2.1,0.038939,0.0,0.0,0.000958,2.1,0.015749,0.0,0.0,-78.0,1
29.111,495,0.4417,0.5406,10.31,,80.97,17.33,18.76,0.098,0.0204,0.007,-0.0155,0.0029,0.0026,1016.0,0.002086,2.1,0.039075,0.0,0.0,0.000961,2.1,0.015825,0.0,0.0,-38.2,1
29.154,496,0.444,0.5406,10.29,,80.97,16.8,18.76,0.0971,0.0204,0.0062,-0.0152,0.0029,0.0026,1005.0,0.002094,2.1,0.039213,0.0,0.0,0.000964,2.1,0.015902,0.0,0.0,-38.3,1
29.193,497,0.427,0.5406,10.28,,80.97,18.1,18.76,0.1314,0.0204,0.0088,-0.0151,0.0029,0.0026,997.0,0.002102,2.1,0.039351,0.0,0.0,0.000967,2.1,0.015979,0.0,0.0,-50.7,1
29.231,498,0.4416,0.5406,10.26,,80.97,19.79,18.76,0.1476,0.0204,0.0086,-0.0155,0.0029,0.0026,,0.002111,2.1,0.039491,0.0,0.0,0.00097,2.1,0.016056,0.0,0.0,-55.1,1
29.321,499,0.497,0.5406,10.23,,80.97,,18.76,0.2691,0.0204,0.016,-0.0156,0.0029,0.0026,,0.002119,2.1,0.039631,0.0,0.0,0.000973,2.1,0.016134,0.0,0.0,-93.9,1
29.35,500,0.4422,0.5406,10.22,,80.97,,18.76,0.244,0.0204,0.0156,-0.012,0.0029,0.0026,,0.002127,2.1,0.039773,0.0,0.0,0.000976,2.1,0.016213,0.0,0.0,-79.1,1
29.385,501,0.4991,0.5406,10.21,,80.97,25.82,18.76,0.266,0.0204,0.0167,-0.0109,0.0029,0.0026,,0.002136,2.1,0.039917,0.0,0.0,0.000979,2.1,0.016293,0.0,0.0,-82.2,1
29.437,502,0.513,0.5406,10.19,,80.97,21.97,18.76,0.1032,0.0204,0.0084,-0.0136,0.0029,0.0026,937.0,0.002144,2.1,0.040062,0.0,0.0,0.000982,2.1,0.016373,0.0,0.0,-34.3,1
29.501,503,0.49,0.5406,10.17,,80.97,23.53,18.76,0.1283,0.0204,0.01,-0.0159,0.0029,0.0026,,0.002153,2.1,0.040209,0.0,0.0,0.000986,2.1,0.016454,0.0,0.0,-42.4,1
29.557,504,0.5119,0.5406,10.15,,80.97,26.11,18.76,0.0927,0.0204,0.0074,-0.0194,0.0029,0.0026,,0.002162,2.1,0.040358,0.0,0.0,0.000989,2.1,0.016537,0.0,0.0,-30.3,1
29.581,505,0.5298,0.5406,10.14,,80.97,22.27,18.76,0.1304,0.0204,0.0086,-0.0174,0.0029,0.0026,,0.002171,2.1,0.040509,0.0,0.0,0.000992,2.1,0.01662,0.0,0.0,-40.1,1
29.714,506,0.5114,0.5406,10.1,,80.97,21.24,18.76,0.1903,0.0204,0.0081,-0.0199,0.0029,0.0026,,0.00218,2.1,0.040661,0.0,0.0,0.000995,2.1,0.016704,0.0,0.0,-54.5,1
29.781,507,0.5172,0.5406,10.07,,80.97,24.54,18.76,0.1838,0.0204,0.0096,-0.0191,0.0029,0.0026,,0.00219,2.1,0.040816,0.0,0.0,0.000998,2.1,0.01679,0.0,0.0,-58.1,1
29.831,508,0.5157,0.5406,10.06,,80.97,24.44,18.76,0.1769,0.0204,0.0109,-0.0189,0.0029,0.0026,,0.002199,2.1,0.040973,0.0,0.0,0.001001,2.1,0.016876,0.0,0.0,-59.4,1
29.899,509,0.522,0.5406,10.03,,80.97,23.29,18.76,0.2036,0.0204,0.0116,-0.0173,0.0029,0.0026,,0.002209,2.1,0.041132,0.0,0.0,0.001005,2.1,0.016964,0.0,0.0,-66.2,1
29.913,510,0.5141,0.5406,10.03,,80.97,28.5,18.76,0.2005,0.0204,0.0121,-0.016,0.0029,0.0026,,0.002219,2.1,0.041293,0.0,0.0,0.001008,2.1,0.017053,0.0,0.0,-67.7,1
29.993,511,0.4962,0.5406,10.0,,80.97,29.83,19.55,0.1679,0.0204,0.011,-0.0165,0.0029,0.0026,,0.00223,2.1,0.041456,0.0,0.0,0.001011,2.1,0.017143,0.0,0.0,-55.6,1
30.03,512,0.4937,0.5406,9.99,,80.97,27.03,19.55,0.1791,0.0204,0.0114,-0.0168,0.0029,0.0026,,0.002241,2.1,0.041622,0.0,0.0,0.001015,2.1,0.017234,0.0,0.0,-59.5,1
30.121,513,0.5047,0.5406,9.96,,80.97,24.97,19.55,0.0818,0.0204,0.0046,-0.016,0.0029,0.0026,922.0,0.002252,2.1,0.041791,0.0,0.0,0.001019,2.1,0.017327,0.0,0.0,-25.0,1
30.199,514,0.4883,0.5406,9.93,,80.97,25.51,19.55,0.0105,0.0204,-0.001,-0.0167,0.0029,0.0026,919.0,0.002264,2.1,0.041962,0.0,0.0,0.001022,2.1,0.017421,0.0,0.0,-0.5,0
30.238,515,0.5154,0.5406,9.92,89.01,80.97,20.95,19.55,0.0627,0.0204,-0.0054,-0.0187,0.0029,0.0026,896.0,0.002275,2.1,0.042135,0.0,0.0,0.001026,2.1,0.017517,0.0,0.0,22.1,0
30.277,516,0.4932,0.5406,9.91,76.86,80.97,20.21,19.55,0.0831,0.0204,-0.0067,-0.0173,0.0029,0.0026,895.0,0.002288,2.1,0.042311,0.0,0.0,0.00103,2.1,0.017613,0.0,0.0,27.8,1
30.3,517,0.493,0.5406,9.9,68.24,80.97,18.8,19.55,0.1273,0.0204,-0.0098,-0.0154,0.0029,0.0026,895.0,0.002301,2.1,0.042489,0.0,0.0,0.001034,2.1,0.017712,0.0,0.0,44.1,1
30.418,518,0.5098,0.5406,9.86,70.69,80.97,16.13,19.55,0.1622,0.0204,-0.0109,-0.0151,0.0029,0.0026,895.0,0.002314,2.1,0.04267,0.0,0.0,0.001038,2.1,0.017811,0.0,0.0,53.8,1
30.457,519,0.5086,0.5406,9.85,66.31,80.97,16.64,19.55,0.1601,0.0204,-0.0108,-0.0159,0.0029,0.0026,895.0,0.002328,2.1,0.042854,0.0,0.0,0.001043,2.1,0.017912,0.0,0.0,53.7,1
30.495,520,0.5026,0.5406,9.84,76.27,80.97,16.06,19.55,0.138,0.0204,-0.0096,-0.0155,0.0029,0.0026,895.0,0.002342,2.1,0.043039,0.0,0.0,0.001047,2.1,0.018015,0.0,0.0,47.0,1
30.574,521,0.478,0.5406,9.81,78.0,80.97,17.49,19.55,0.1113,0.0204,-0.0073,-0.0139,0.0029,0.0026,895.0,0.002357,2.5,0.043228,0.0,0.0,0.001052,2.1,0.018118,0.0,0.0,33.5,1
30.612,522,0.4867,0.5406,9.8,77.63,80.97,16.22,19.55,0.1153,0.0204,-0.0072,-0.0148,0.0029,0.0026,895.0,0.002372,2.5,0.043419,0.0,0.0,0.001057,2.1,0.018223,0.0,0.0,34.9,1
30.654,523,0.4853,0.5406,9.79,91.39,80.97,17.6,19.55,0.0936,0.0204,-0.006,-0.0136,0.0029,0.0026,900.0,0.002388,2.5,0.043612,0.0,0.0,0.001062,2.1,0.01833,0.0,0.0,29.3,1
30.703,524,0.4711,0.5406,9.77,99.75,80.97,20.15,19.55,0.0743,0.0204,-0.0053,-0.0133,0.0029,0.0026,912.0,0.002405,2.5,0.043808,0.0,0.0,0.001067,2.1,0.018438,0.0,0.0,24.3,0
30.786,525,0.4438,0.5406,9.74,,80.97,22.68,19.55,0.0523,0.0201,-0.004,-0.0107,0.0029,0.0026,922.0,0.002422,3.2,0.044006,0.011,0.0,0.001073,2.1,0.018547,0.0,0.0,17.6,0
30.821,526,0.4442,0.5406,9.73,66.81,80.97,22.07,19.55,0.0383,0.02,-0.0022,-0.0126,0.0029,0.0026,926.0,0.00244,3.2,0.044207,0.022,0.0,0.001078,2.1,0.018658,0.0,0.0,11.9,0
30.928,527,0.4609,0.5406,9.7,,80.97,20.2,19.55,0.0565,0.02,-0.0035,-0.0129,0.0029,0.0026,924.0,0.002458,3.2,0.04441,0.033,0.0,0.001084,2.1,0.018769,0.0,0.0,18.1,0
30.964,528,0.4685,0.5406,9.69,,80.97,21.57,19.55,0.0524,0.02,-0.003,-0.0142,0.0029,0.0027,926.0,0.002477,3.2,0.044615,0.044,0.0,0.00109,2.1,0.018882,0.0,0.0,16.4,0
30.98,529,0.4668,0.5406,9.68,,80.97,20.14,19.55,0.075,0.0201,-0.0053,-0.0119,0.0029,0.0027,922.0,0.002497,3.2,0.044822,0.056,0.0,0.001096,2.1,0.018997,0.0,0.0,23.7,0
31.063,530,0.4529,0.5406,9.66,96.0,80.97,23.1,19.55,0.089,0.0201,-0.0068,-0.0123,0.0029,0.0027,922.0,0.002518,3.2,0.045032,0.067,0.0,0.001102,2.1,0.019112,0.0,0.0,29.9,1
31.139,531,0.4619,0.5406,9.63,82.74,80.97,19.03,19.55,0.1245,0.0201,-0.0085,-0.0124,0.0029,0.0027,920.0,0.002539,3.2,0.045243,0.078,0.0,0.001109,2.1,0.019229,0.0,0.0,39.6,1
31.163,532,0.4725,0.5406,9.63,74.81,80.97,14.69,19.55,0.1422,0.0201,-0.0107,-0.0137,0.0029,0.0027,924.0,0.002561,3.2,0.045456,0.089,0.0,0.001116,2.1,0.019346,0.0,0.0,47.4,1
31.203,533,0.4872,0.5406,9.61,68.92,80.97,11.82,19.55,0.1513,0.0201,-0.0103,-0.0159,0.0029,0.0027,929.0,0.002583,3.2,0.045672,0.1,0.0,0.001123,2.1,0.019465,0.0,0.0,50.4,1
31.295,534,0.5083,0.5406,9.59,59.42,80.97,11.81,19.55,0.1835,0.0201,-0.0117,-0.0154,0.0029,0.0027,935.0,0.002606,3.2,0.045889,0.111,0.0,0.00113,2.1,0.019585,0.0,0.0,61.4,1
31.377,535,0.483,0.5406,9.56,70.03,80.97,12.9,19.55,0.1698,0.0201,-0.0118,-0.0136,0.0029,0.0027,931.0,0.00263,3.2,0.046107,0.122,0.0,0.001137,2.1,0.019706,0.0,0.0,58.7,1
31.416,536,0.5036,0.5406,9.55,66.69,80.97,14.53,19.55,0.1638,0.0201,-0.011,-0.0144,0.0029,0.0027,928.0,0.002655,3.2,0.046327,0.133,0.0,0.001145,2.1,0.019827,0.0,0.0,54.7,1
31.441,537,0.4833,0.5406,9.54,78.34,80.97,16.85,19.55,0.154,0.0201,-0.0099,-0.0161,0.0029,0.0027,920.0,0.002681,3.2,0.046549,0.144,0.0,0.001153,2.1,0.01995,0.0,0.0,49.4,1
31.493,538,0.4846,0.5406,9.53,80.82,80.97,15.93,19.55,0.1263,0.0201,-0.0083,-0.0141,0.0029,0.0027,922.0,0.002707,3.2,0.046772,0.156,0.0,0.001161,2.1,0.020073,0.0,0.0,42.8,1
31.559,539,0.4757,0.5406,9.51,88.47,80.97,15.25,19.55,0.115,0.0201,-0.0067,-0.0133,0.0029,0.0027,922.0,0.002734,3.2,0.046996,0.167,0.0,0.001169,2.1,0.020197,0.0,0.0,35.2,1
31.599,540,0.4917,0.5406,9.49,,80.97,18.28,19.55,0.0937,0.0201,-0.0065,-0.0139,0.0029,0.0027,926.0,0.002761,3.2,0.047221,0.178,0.0,0.001178,2.1,0.020321,0.0,0.0,32.4,1
31.677,541,0.4595,0.5406,9.47,,80.97,21.47,19.55,0.0261,0.0202,-0.0018,-0.0102,0.003,0.0027,952.0,0.00279,3.2,0.047448,0.189,0.0,0.001186,2.1,0.020446,0.0,0.0,10.5,0
31.796,542,0.4688,0.5406,9.44,,80.97,24.88,19.55,0.0271,0.0202,0.0027,-0.0126,0.003,0.0028,961.0,0.002819,3.2,0.047675,0.2,0.0,0.001195,2.1,0.020572,0.0,0.0,-8.5,0
31.885,543,0.4969,0.5406,9.41,,80.97,29.1,19.55,0.0853,0.0202,0.0073,-0.0128,0.003,0.0028,967.0,0.002849,3.2,0.047902,0.211,0.0,0.001204,2.1,0.020698,0.0,0.0,-27.3,1
31.954,544,0.4901,0.5406,9.39,,80.97,22.69,19.55,0.0831,0.0203,0.0061,-0.0129,0.003,0.0028,959.5,0.002879,3.2,0.048131,0.222,0.0,0.001214,2.1,0.020824,0.0,0.0,-24.5,0
31.965,545,0.4581,0.5406,9.39,,80.97,23.05,19.55,0.1033,0.0203,0.0076,-0.0127,0.003,0.0028,952.0,0.002911,3.2,0.048359,0.233,0.0,0.001223,2.1,0.020951,0.0,0.0,-32.1,1
32.031,546,0.4644,0.5406,9.37,,80.97,21.97,19.55,0.0851,0.0203,0.0065,-0.0122,0.003,0.0028,999.0,0.002943,3.2,0.048588,0.244,0.0,0.001233,2.1,0.021078,0.0,0.0,-27.5,1
32.07,547,0.4755,0.5406,9.35,,80.97,23.08,19.55,0.0913,0.0203,0.0072,-0.0126,0.003,0.0028,,0.002976,3.2,0.048818,0.256,0.0,0.001243,2.1,0.021205,0.0,0.0,-29.0,1
32.108,548,0.4716,0.5406,9.34,,80.97,23.61,19.55,0.0971,0.0203,0.0075,-0.0123,0.003,0.0028,,0.003009,3.2,0.049047,0.267,0.0,0.001253,2.1,0.021332,0.0,0.0,-31.8,1
32.188,549,0.4694,0.5406,9.32,,80.97,21.72,19.55,0.0602,0.0204,0.0053,-0.0113,0.003,0.0028,984.0,0.003044,3.2,0.049276,0.278,0.0,0.001263,2.1,0.021459,0.0,0.0,-21.1,0
32.266,550,0.4977,0.5406,9.3,,80.97,21.04,19.55,0.0119,0.0205,0.0013,-0.0132,0.0029,0.0028,983.0,0.003078,3.2,0.049505,0.289,0.0,0.001274,2.1,0.021586,0.0,0.0,-4.3,0
32.305,551,0.4783,0.5406,9.29,,80.97,21.37,19.55,0.021,0.0205,-0.0012,-0.0127,0.0029,0.0028,955.0,0.003114,3.2,0.049734,0.3,0.0,0.001284,2.1,0.021713,0.0,0.0,6.1,0
32.342,552,0.4698,0.5406,9.28,,80.97,22.01,19.55,0.0256,0.0205,-0.0009,-0.0154,0.0029,0.0028,952.0,0.00315,3.2,0.049962,0.311,0.0,0.001295,2.1,0.021839,0.0,0.0,5.6,0
32.38,553,0.4882,0.5406,9.26,,80.97,21.68,19.55,0.0549,0.0205,-0.0038,-0.0164,0.0029,0.0028,939.0,0.003187,3.2,0.050189,0.322,0.0,0.001306,2.1,0.021965,0.0,0.0,17.4,0
32.394,554,0.459,0.5406,9.26,,80.97,21.23,19.55,0.0441,0.0205,-0.0029,-0.0152,0.0029,0.0028,940.0,0.003224,3.2,0.050416,0.333,0.0,0.001317,2.1,0.022091,0.0,0.0,14.3,0
32.422,555,0.4708,0.5406,9.25,,80.97,22.47,19.55,0.0392,0.0204,-0.0027,-0.017,0.0029,0.0028,948.0,0.003262,3.2,0.050641,0.344,0.0,0.001329,2.1,0.022216,0.0,0.0,12.3,0
32.46,556,0.4551,0.5406,9.24,,80.97,25.96,19.55,0.0344,0.0204,-0.0025,-0.0152,0.0029,0.0028,948.0,0.003301,3.2,0.050866,0.356,0.0,0.00134,2.1,0.02234,0.0,0.0,12.1,0
32.5,557,0.4419,0.5406,9.23,,80.97,21.17,19.55,0.0263,0.0203,-0.0013,-0.0161,0.0029,0.0028,952.0,0.00334,3.2,0.051089,0.367,0.0,0.001352,2.1,0.022464,0.0,0.0,7.7,0
32.591,558,0.46,0.5406,9.2,,80.97,20.34,19.55,0.023,0.0203,-0.0017,-0.0164,0.0029,0.0028,952.0,0.00338,3.2,0.051311,0.378,0.0,0.001363,2.1,0.022587,0.0,0.0,7.3,0
32.656,559,0.4765,0.5406,9.19,,80.97,20.38,19.55,0.0324,0.0203,-0.0023,-0.0136,0.0029,0.0028,952.0,0.00342,3.2,0.051531,0.389,0.0,0.001375,2.1,0.022709,0.0,0.0,11.8,0
32.694,560,0.4705,0.5406,9.18,,80.97,22.89,19.55,0.0215,0.0203,-0.001,-0.0148,0.0029,0.0028,952.0,0.00346,3.2,0.051749,0.4,0.0,0.001387,2.1,0.02283,0.0,0.0,5.9,0
32.733,561,0.4727,0.5406,9.16,,80.97,21.94,19.55,0.0172,0.0203,-0.0006,-0.0135,0.0029,0.0029,952.0,0.003501,3.2,0.051965,0.411,0.0,0.001399,2.1,0.022949,0.0,0.0,2.8,0
32.815,562,0.4681,0.5406,9.14,,80.97,21.96,19.55,0.0219,0.0203,0.0019,-0.0132,0.0029,0.0029,952.0,0.003543,3.2,0.052179,0.422,0.0,0.001411,2.1,0.023068,0.0,0.0,-5.5,0
32.894,563,0.4507,0.5406,9.12,,80.97,21.93,19.55,0.1015,0.0203,0.0073,-0.0082,0.0029,0.0029,971.0,0.003584,3.2,0.052391,0.433,0.0,0.001423,2.1,0.023185,0.0,0.0,-25.1,1
32.934,564,0.4298,0.5406,9.11,,80.97,28.59,19.55,0.1392,0.0203,0.0088,-0.0063,0.0029,0.0029,,0.003626,3.2,0.0526,0.444,0.0,0.001436,2.1,0.0233,0.0,0.0,-33.4,1
33.05,565,0.478,0.5406,9.08,,80.97,,19.55,0.2222,0.0203,0.0144,-0.0124,0.0029,0.0029,,0.003668,3.2,0.052807,0.456,0.0,0.001448,2.1,0.023414,0.0,0.0,-73.6,1
33.087,566,0.5141,0.5406,9.07,,80.97,25.95,19.55,0.2411,0.0203,0.0144,-0.0128,0.0029,0.0029,,0.003711,3.2,0.05301,0.467,0.0,0.00146,2.1,0.023526,0.0,0.0,-80.2,1
33.166,567,0.5458,0.5406,9.05,,80.97,,19.55,0.2278,0.0203,0.0131,-0.0148,0.0029,0.0029,,0.003754,3.2,0.053211,0.478,0.0,0.001472,2.1,0.023636,0.0,0.0,-78.7,1
33.203,568,0.5528,0.5406,9.04,,80.97,,19.55,0.2225,0.0203,0.0117,-0.0143,0.0029,0.0029,,0.003797,3.2,0.053408,0.489,0.0,0.001484,2.1,0.023745,0.0,0.0,-72.9,1
33.258,569,0.5516,0.5406,9.02,,80.97,,19.55,0.2512,0.0203,0.0131,-0.0151,0.0029,0.0029,,0.00384,3.2,0.053602,0.5,0.0,0.001497,2.1,0.023851,0.0,0.0,-83.4,1
33.413,570,0.5534,0.5406,8.98,,80.97,,19.55,0.2661,0.0203,0.0132,-0.0158,0.0029,0.0029,,0.003883,3.2,0.053792,0.511,0.0,0.001509,2.1,0.023955,0.0,0.0,-94.5,1
33.438,571,0.5251,0.5406,10.77,,80.97,22.06,19.55,0.2556,0.0203,0.0134,-0.0152,0.0029,0.0029,,0.003926,3.2,0.053978,0.522,0.0,0.001521,2.1,0.024057,0.0,0.0,-90.0,1
33.476,572,0.4939,0.5406,10.75,,80.97,23.45,19.55,0.2127,0.0203,0.0106,-0.0162,0.0029,0.0029,,0.003969,3.2,0.05416,0.533,0.0,0.001533,2.1,0.024156,0.0,0.0,-70.3,1
33.516,573,0.5121,0.5406,10.74,,80.97,21.56,19.55,0.2192,0.0203,0.0111,-0.0169,0.0029,0.0029,,0.004013,3.2,0.054338,0.544,0.0,0.001546,2.1,0.024252,0.0,0.0,-73.4,1
33.554,574,0.508,0.5406,10.73,,80.97,24.91,19.55,0.2133,0.0203,0.0116,-0.0167,0.0029,0.0029,,0.004056,3.2,0.054511,0.556,0.0,0.001558,2.1,0.024346,0.0,0.0,-68.7,1
33.646,575,0.4602,0.5406,10.7,,80.97,25.02,19.55,0.1166,0.0203,0.0089,-0.0146,0.0029,0.0029,,0.004099,3.2,0.054679,0.567,0.0,0.00157,2.1,0.024437,0.0,0.0,-38.1,1
33.685,576,0.4659,0.5406,10.69,,80.97,23.76,19.55,0.0539,0.0201,0.0039,-0.0174,0.0029,0.0028,947.0,0.004142,3.2,0.054842,0.578,0.0,0.001581,2.1,0.024525,0.0,0.0,-15.9,0
33.726,577,0.4551,0.5406,10.67,,80.97,24.5,19.55,0.0194,0.0201,0.0013,-0.0151,0.0029,0.0028,933.0,0.004185,3.2,0.055,0.589,0.0,0.001593,2.1,0.02461,0.0,0.0,-3.2,0
33.831,578,0.5007,0.5406,10.64,,80.97,20.54,19.55,0.0605,0.0201,-0.0033,-0.0164,0.0029,0.0028,920.0,0.004227,3.2,0.055153,0.6,0.0,0.001605,2.1,0.024692,0.0,0.0,17.1,0
33.842,579,0.4909,0.5406,10.64,,80.97,21.12,19.55,0.0616,0.0201,-0.0037,-0.0168,0.0029,0.0028,917.0,0.00427,3.2,0.0553,0.611,0.1,0.001616,2.1,0.024771,0.0,0.0,18.0,0
33.909,580,0.5026,0.5406,10.62,,80.97,20.68,19.55,0.061,0.0201,-0.0031,-0.0145,0.0029,0.0028,913.0,0.004311,3.2,0.055442,0.622,0.6,0.001628,2.1,0.024846,0.0,0.0,17.6,0
33.946,581,0.4711,0.5406,10.6,89.13,80.97,19.35,19.55,0.089,0.0201,-0.0058,-0.0153,0.0029,0.0028,908.0,0.004353,3.2,0.055578,0.633,1.1,0.001639,2.1,0.024918,0.0,0.0,27.1,1
