t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
7.488,124,0.514,0.5195,8.01,,44.95,19.29,15.21,0.0513,0.0213,-0.0024,-0.0207,0.003,0.0026,867.0,6e-05,2.03,0.002548,0.0,0.0,5.5e-05,2.03,0.001162,0.545,0.0,14.7,0
7.528,125,0.5018,0.5195,7.97,,44.95,21.35,15.21,0.0487,0.0212,-0.002,-0.0201,0.003,0.0026,864.0,6.1e-05,2.02,0.002595,0.0,0.0,5.8e-05,2.02,0.001188,0.533,0.0,13.8,0
7.565,126,0.495,0.5195,7.93,,44.95,22.21,15.21,0.0402,0.0211,-0.0018,-0.0209,0.003,0.0026,869.0,6.6e-05,2.0,0.002642,0.0,0.0,6.2e-05,2.0,0.001213,0.522,0.0,11.8,0
7.592,127,0.5016,0.5195,7.9,,44.95,20.77,15.21,0.0377,0.021,-0.0013,-0.0189,0.003,0.0026,869.0,5.4e-05,2.23,0.002086,0.0,0.0,4.2e-05,2.23,0.000826,0.511,0.0,11.0,0
7.67,128,0.4953,0.5195,7.82,,44.95,21.33,15.21,0.0334,0.0209,0.0001,-0.021,0.003,0.0026,869.0,5.6e-05,2.21,0.002108,0.0,0.0,4.6e-05,2.21,0.000849,0.5,0.0,7.4,0
7.71,129,0.5053,0.5195,7.78,,44.95,19.38,15.21,0.0471,0.0208,-0.0014,-0.0208,0.003,0.0025,869.0,5.8e-05,2.2,0.00213,0.0,0.0,5e-05,2.2,0.000871,0.49,0.0,12.6,0
7.748,130,0.5064,0.5195,7.74,,44.95,20.48,15.21,0.0408,0.0207,-0.0008,-0.0193,0.0029,0.0025,869.0,6e-05,2.18,0.002151,0.0,0.0,5.3e-05,2.18,0.000894,0.48,0.0,10.2,0
7.917,131,0.4916,0.5195,7.58,,44.95,19.86,15.21,0.0637,0.0208,-0.0022,-0.0187,0.0029,0.0025,864.0,6.5e-05,2.16,0.002172,0.0,0.0,5.8e-05,2.16,0.000917,0.471,0.0,16.5,0
7.955,132,0.4882,0.5195,7.54,,44.95,20.82,15.21,0.0611,0.0208,-0.0036,-0.0191,0.0029,0.0025,859.0,6.7e-05,2.14,0.002193,0.0,0.0,6.1e-05,2.14,0.00094,0.462,0.0,19.3,0
7.995,133,0.4947,0.5195,7.5,,44.95,23.92,15.21,0.0718,0.0209,-0.0034,-0.0212,0.0029,0.0025,856.0,6.9e-05,2.13,0.002213,0.0,0.0,6.4e-05,2.13,0.000963,0.453,0.0,19.4,0
8.034,134,0.5015,0.5195,7.47,,44.95,22.48,15.21,0.046,0.0208,-0.0019,-0.0186,0.0029,0.0025,866.0,5.4e-05,2.11,0.002233,0.0,0.0,4.4e-05,2.11,0.000986,0.444,0.0,14.1,0
8.111,135,0.5158,0.5195,7.4,,44.95,21.39,15.21,0.0425,0.0207,-0.0013,-0.021,0.0029,0.0025,863.0,5.6e-05,2.09,0.002253,0.0,0.0,4.8e-05,2.09,0.001009,0.436,0.0,11.5,0
8.177,136,0.5082,0.5195,7.34,,44.95,22.31,15.21,0.0434,0.0206,-0.0008,-0.0201,0.0029,0.0025,861.0,6.1e-05,2.08,0.002273,0.0,0.0,5.3e-05,2.08,0.001032,0.429,0.0,10.6,0
8.19,137,0.4896,0.5195,7.33,,44.95,21.01,15.21,0.0478,0.0206,-0.0014,-0.0194,0.0029,0.0025,864.0,6.4e-05,2.06,0.002293,0.0,0.0,5.7e-05,2.06,0.001056,0.421,0.0,12.8,0
8.229,138,0.4995,0.5195,7.29,,44.95,21.56,15.21,0.0458,0.0205,-0.0013,-0.0203,0.0029,0.0025,861.0,6.6e-05,2.05,0.002313,0.0,0.0,6e-05,2.05,0.001079,0.414,0.0,12.4,0
8.294,139,0.5185,0.5195,7.23,,44.95,20.12,15.21,0.0454,0.0204,-0.0008,-0.0211,0.0029,0.0024,864.0,6.8e-05,2.03,0.002333,0.0,0.0,6.2e-05,2.03,0.001102,0.407,0.0,10.6,0
8.423,140,0.5102,0.5195,7.12,,44.95,23.17,15.21,0.0382,0.0203,-0.0007,-0.0217,0.0029,0.0024,864.0,7e-05,2.01,0.002353,0.0,0.0,6.4e-05,2.01,0.001125,0.4,0.0,9.3,0
8.488,141,0.519,0.5195,7.07,,44.95,21.45,15.21,0.0249,0.0203,-0.0007,-0.0194,0.0029,0.0024,864.0,7.4e-05,2.0,0.002374,0.0,0.0,6.8e-05,2.0,0.001148,0.393,0.0,8.3,0
8.567,142,0.5233,0.5195,7.0,,44.95,20.62,15.21,0.0366,0.0202,-0.0011,-0.0221,0.0028,0.0024,864.0,5.9e-05,2.21,0.002394,0.0,0.0,5.1e-05,2.21,0.001171,0.387,0.0,10.2,0
8.643,143,0.5058,0.5195,6.94,,44.95,21.34,15.21,0.0325,0.0201,-0.0009,-0.0194,0.0028,0.0024,869.0,6.1e-05,2.19,0.002415,0.0,0.0,5.5e-05,2.19,0.001194,0.381,0.0,9.8,0
8.685,144,0.4841,0.5195,6.91,,44.95,22.58,15.21,0.0202,0.0201,0.0003,-0.0186,0.0028,0.0024,869.0,6.3e-05,2.17,0.002437,0.0,0.0,5.8e-05,2.17,0.001216,0.375,0.0,5.6,0
8.723,145,0.5018,0.5195,6.88,,44.95,21.96,15.21,0.015,0.0201,0.0009,-0.0191,0.0028,0.0024,869.0,6.5e-05,2.16,0.002458,0.0,0.0,6e-05,2.16,0.001239,0.369,0.0,3.3,0
8.773,146,0.5116,0.5195,6.84,,44.95,21.96,15.21,0.0293,0.0201,-0.0004,-0.0191,0.0028,0.0024,869.0,7e-05,2.14,0.002481,0.0,0.0,6.4e-05,2.14,0.001262,0.364,0.0,7.8,0
8.808,147,0.4901,0.5195,6.81,,44.95,21.75,15.21,0.0306,0.02,-0.0008,-0.0182,0.0028,0.0024,866.0,7.2e-05,2.13,0.002503,0.0,0.0,6.6e-05,2.13,0.001284,0.358,0.0,9.7,0
8.847,148,0.4995,0.5195,6.78,,44.95,22.46,15.21,0.0178,0.02,0.0014,-0.0182,0.0028,0.0024,869.0,7.5e-05,2.11,0.002526,0.0,0.0,6.8e-05,2.11,0.001306,0.353,0.0,1.9,0
8.887,149,0.4992,0.5195,6.75,,44.95,21.95,15.21,0.0212,0.02,0.0003,-0.0191,0.0028,0.0024,869.0,5.8e-05,2.1,0.002549,0.0,0.0,5.3e-05,2.1,0.001328,0.348,0.0,6.0,0
8.926,150,0.506,0.5195,6.72,,44.95,22.45,15.21,0.0406,0.0199,-0.0007,-0.0193,0.0028,0.0024,864.0,6e-05,2.08,0.002572,0.0,0.0,5.5e-05,2.08,0.00135,0.343,0.0,9.6,0
9.004,151,0.4939,0.5195,6.66,,44.95,22.48,15.21,0.0259,0.0199,0.0001,-0.0201,0.0027,0.0024,869.0,6.2e-05,2.07,0.002596,0.0,0.0,5.7e-05,2.07,0.001371,0.338,0.0,6.8,0
9.056,152,0.5174,0.5195,6.63,,44.95,22.34,15.21,0.0166,0.0199,0.0012,-0.0191,0.0027,0.0024,869.0,6.7e-05,2.05,0.002621,0.0,0.0,6.2e-05,2.05,0.001393,0.333,0.0,2.7,0
9.082,153,0.5037,0.5195,6.61,,44.95,21.83,15.21,0.0213,0.0199,0.0008,-0.0187,0.0027,0.0023,869.0,7e-05,2.04,0.002645,0.0,0.0,6.4e-05,2.04,0.001414,0.329,0.0,4.1,0
9.122,154,0.5109,0.5195,6.58,,44.95,23.68,15.21,0.0194,0.0198,0.0009,-0.02,0.0027,0.0023,870.0,7.2e-05,2.03,0.00267,0.0,0.0,6.6e-05,2.03,0.001435,0.324,0.0,3.7,0
9.24,155,0.4972,0.5195,6.49,,44.95,21.49,15.21,0.0291,0.0198,0.0001,-0.0184,0.0027,0.0023,869.0,7.4e-05,2.01,0.002695,0.0,0.0,6.7e-05,2.01,0.001455,0.32,0.0,6.4,0
9.287,156,0.5035,0.5195,6.46,,44.95,21.88,15.21,0.0206,0.0198,0.0011,-0.0191,0.0027,0.0023,869.0,7.9e-05,2.0,0.00272,0.0,0.0,7e-05,2.0,0.001475,0.316,0.0,2.8,0
9.358,157,0.465,0.5195,6.41,,44.95,22.98,15.21,0.0209,0.0198,0.0,-0.0169,0.0027,0.0023,869.0,6.2e-05,2.19,0.002746,0.0,0.0,5.7e-05,2.19,0.001495,0.312,0.0,5.1,0
9.474,158,0.4635,0.5195,6.33,,44.95,24.15,15.21,0.0371,0.0197,-0.0011,-0.0179,0.0027,0.0023,867.0,6.4e-05,2.17,0.002771,0.0,0.0,6e-05,2.17,0.001515,0.308,0.0,9.8,0
9.526,159,0.4736,0.5195,6.3,,44.95,22.3,15.21,0.0356,0.0196,-0.001,-0.0181,0.0027,0.0023,866.0,6.6e-05,2.16,0.002797,0.0,0.0,6.1e-05,2.16,0.001534,0.304,0.0,9.7,0
9.553,160,0.4668,0.5195,6.28,,44.95,24.21,15.21,0.0389,0.0195,-0.001,-0.0194,0.0027,0.0023,869.0,6.9e-05,2.14,0.002823,0.0,0.0,6.3e-05,2.14,0.001553,0.3,0.0,10.6,0
9.63,161,0.5021,0.5195,6.23,,44.95,20.76,15.21,0.0337,0.0195,0.0001,-0.0206,0.0027,0.0023,869.0,7.3e-05,2.13,0.002849,0.0,0.0,6.6e-05,2.13,0.001572,0.296,0.0,8.3,0
9.668,162,0.4991,0.5195,6.21,,44.95,22.98,15.21,0.0105,0.0195,0.0009,-0.0201,0.0026,0.0023,874.0,7.5e-05,2.12,0.002874,0.0,0.0,6.8e-05,2.12,0.00159,0.293,0.0,1.9,0
9.721,163,0.4856,0.5195,6.17,,44.95,24.66,15.21,0.011,0.0196,0.0013,-0.0193,0.0026,0.0023,875.0,7.8e-05,2.1,0.0029,0.0,0.0,6.9e-05,2.1,0.001608,0.289,0.0,0.9,0
9.958,164,0.4913,0.5195,6.03,,44.95,22.01,15.21,0.0071,0.0197,0.0009,-0.0175,0.0026,0.0023,882.0,6.1e-05,2.09,0.002925,0.0,0.0,5.7e-05,2.09,0.001626,0.286,0.0,-0.5,0
9.991,165,0.5114,0.5195,6.01,,44.95,22.84,15.21,0.0127,0.0197,0.0023,-0.0203,0.0026,0.0023,882.0,6.3e-05,2.08,0.002951,0.0,0.0,5.8e-05,2.08,0.001643,0.282,0.0,-2.7,0
10.027,166,0.5022,0.5195,5.98,,44.95,22.9,15.21,0.0124,0.0198,0.0019,-0.021,0.0026,0.0023,882.5,6.7e-05,2.06,0.002976,0.0,0.0,6.2e-05,2.06,0.00166,0.279,0.0,-1.4,0
10.052,167,0.492,0.5195,5.97,,44.95,22.73,15.21,0.0168,0.0198,0.0022,-0.0186,0.0026,0.0023,891.0,6.9e-05,2.05,0.003001,0.0,0.0,6.4e-05,2.05,0.001676,0.276,0.0,-3.3,0
10.337,168,0.5085,0.5195,5.8,,44.95,22.81,15.21,0.0167,0.0198,0.0008,-0.021,0.0026,0.0023,885.0,7.2e-05,2.04,0.003025,0.0,0.0,6.5e-05,2.04,0.001692,0.273,0.0,1.4,0
10.352,169,0.4964,0.5195,5.8,,44.95,21.51,15.21,0.0298,0.0197,-0.0012,-0.0177,0.0026,0.0023,874.0,7.4e-05,2.02,0.00305,0.0,0.0,6.6e-05,2.02,0.001708,0.27,0.0,10.1,0
10.375,170,0.4921,0.5195,5.78,,44.95,19.85,15.21,0.0715,0.0199,-0.0051,-0.0172,0.0026,0.0023,869.0,7.6e-05,2.01,0.003074,0.0,0.0,6.7e-05,2.01,0.001723,0.267,0.0,22.1,0
10.38,171,0.493,0.5195,5.78,,44.95,20.85,15.21,0.0717,0.02,-0.0051,-0.0177,0.0027,0.0023,866.0,8e-05,2.0,0.003098,0.0,0.0,7e-05,2.0,0.001738,0.267,0.0,22.0,0
10.628,172,0.4933,0.5195,5.65,,44.95,20.42,15.21,0.0672,0.0201,-0.0048,-0.0182,0.0027,0.0023,863.0,6.4e-05,2.17,0.003121,0.0,0.0,5.9e-05,2.17,0.001752,0.256,0.0,21.8,0
10.742,173,0.4946,0.5209,5.59,,44.95,21.84,15.21,0.0384,0.02,-0.0017,-0.0186,0.0027,0.0023,869.0,6.6e-05,2.16,0.003143,0.0,0.0,6e-05,2.16,0.001766,0.244,0.0,12.3,0
10.819,174,0.4878,0.5209,5.55,,44.95,21.82,15.21,0.0409,0.0199,-0.0021,-0.0179,0.0027,0.0023,863.0,6.8e-05,2.14,0.003166,0.0,0.0,6.1e-05,2.14,0.001779,0.233,0.0,12.6,0
10.924,175,0.507,0.5273,5.49,,44.95,21.63,15.21,0.0281,0.0199,-0.0005,-0.0177,0.0026,0.0023,866.0,7e-05,2.13,0.003188,0.0,0.0,6.2e-05,2.13,0.001792,0.222,0.0,7.7,0
10.962,176,0.5018,0.5273,5.47,,44.95,22.24,15.21,0.0359,0.0198,-0.0015,-0.0175,0.0026,0.0023,861.0,7.4e-05,2.12,0.003209,0.0,0.0,6.6e-05,2.12,0.001805,0.211,0.0,11.8,0
11.053,177,0.4977,0.5274,5.43,,44.95,20.86,15.21,0.0457,0.0198,-0.0023,-0.0182,0.0026,0.0023,861.0,7.6e-05,2.11,0.00323,0.0,0.0,6.7e-05,2.11,0.001817,0.2,0.0,13.6,0
11.13,178,0.4895,0.5274,5.39,,44.95,22.37,15.21,0.0656,0.0198,-0.0039,-0.0182,0.0026,0.0023,858.0,7.9e-05,2.09,0.00325,0.0,0.0,6.7e-05,2.09,0.001828,0.189,0.0,19.1,0
11.169,179,0.4934,0.5274,5.37,,44.95,19.35,15.21,0.0549,0.0198,-0.0028,-0.0203,0.0026,0.0023,856.0,6.4e-05,2.08,0.00327,0.0,0.0,5.7e-05,2.08,0.001839,0.178,0.0,16.5,0
11.195,180,0.4851,0.5274,5.36,,44.95,22.84,15.21,0.0691,0.0199,-0.0045,-0.0193,0.0027,0.0023,856.0,6.5e-05,2.07,0.003289,0.0,0.0,5.8e-05,2.07,0.00185,0.167,0.0,21.4,0
11.274,181,0.5025,0.5274,5.32,,44.95,19.83,15.21,0.0546,0.0199,-0.0026,-0.0206,0.0027,0.0023,867.0,6.8e-05,2.06,0.003308,0.0,0.0,6.2e-05,2.06,0.00186,0.156,0.0,15.0,0
11.326,182,0.4864,0.5274,5.3,,44.95,20.19,15.21,0.0694,0.02,-0.0039,-0.0201,0.0027,0.0022,856.0,7e-05,2.05,0.003326,0.0,0.0,6.2e-05,2.05,0.00187,0.144,0.0,20.2,0
11.392,183,0.4916,0.5274,5.27,,44.95,21.37,15.21,0.0655,0.0201,-0.0039,-0.0201,0.0027,0.0022,858.0,7.2e-05,2.03,0.003343,0.0,0.0,6.3e-05,2.03,0.00188,0.133,0.0,19.6,0
11.43,184,0.5175,0.5274,5.25,,44.95,19.31,15.21,0.0503,0.02,-0.0016,-0.0215,0.0027,0.0022,866.0,7.4e-05,2.02,0.003361,0.0,0.0,6.4e-05,2.02,0.001889,0.122,0.0,13.3,0
11.586,185,0.5094,0.5274,5.18,,44.95,23.79,15.21,0.0381,0.02,-0.0022,-0.0196,0.0027,0.0022,863.0,7.6e-05,2.01,0.003377,0.0,0.0,6.4e-05,2.01,0.001898,0.111,0.0,12.8,0
11.683,186,0.521,0.5274,5.14,,44.95,21.18,15.21,0.0278,0.0199,-0.0006,-0.0197,0.0026,0.0022,863.0,8e-05,2.0,0.003393,0.0,0.0,6.7e-05,2.0,0.001907,0.111,0.0,8.3,0
11.706,187,0.514,0.5274,5.13,,44.95,19.44,15.21,0.0539,0.0199,-0.0029,-0.0198,0.0026,0.0022,861.0,6.6e-05,2.15,0.002759,0.0,0.0,5.9e-05,2.15,0.001589,0.1,0.0,15.4,0
11.762,188,0.5276,0.5274,5.1,,44.95,21.46,15.21,0.0341,0.0198,-0.0013,-0.0208,0.0026,0.0022,861.0,6.7e-05,2.14,0.002774,0.0,0.0,5.9e-05,2.14,0.001598,0.089,0.0,10.2,0
11.802,189,0.5078,0.529,5.08,,44.95,19.57,15.21,0.0548,0.0198,-0.0038,-0.0194,0.0026,0.0022,864.0,6.9e-05,2.13,0.002789,0.0,0.0,6e-05,2.13,0.001608,0.078,0.0,18.3,0
11.838,190,0.5127,0.529,5.07,,44.95,20.71,15.21,0.0421,0.0197,-0.0023,-0.0184,0.0026,0.0022,864.0,7e-05,2.12,0.002804,0.0,0.0,6e-05,2.12,0.001617,0.067,0.0,12.8,0
11.918,191,0.5068,0.529,5.03,,44.95,21.88,15.21,0.0264,0.0197,0.0,-0.0217,0.0026,0.0022,869.0,7.3e-05,2.11,0.002819,0.0,0.0,6.3e-05,2.11,0.001626,0.056,0.0,6.0,0
11.958,192,0.5157,0.529,5.02,,44.95,21.43,15.21,0.0423,0.0196,-0.002,-0.0205,0.0026,0.0022,861.0,7.5e-05,2.1,0.002834,0.0,0.0,6.3e-05,2.1,0.001635,0.044,0.0,13.0,0
11.98,193,0.5133,0.529,5.01,,44.95,21.29,15.21,0.0456,0.0196,-0.0028,-0.0193,0.0026,0.0022,864.0,7.7e-05,2.09,0.002849,0.0,0.0,6.4e-05,2.09,0.001643,0.033,0.0,14.3,0
12.101,194,0.5418,0.529,4.96,,44.95,19.81,15.21,0.0403,0.0195,-0.0014,-0.0193,0.0026,0.0022,863.0,6.5e-05,2.07,0.002865,0.0,0.0,5.6e-05,2.07,0.001651,0.022,0.0,12.1,0
12.187,195,0.5047,0.529,4.92,,44.95,21.55,15.21,0.0253,0.0195,0.0014,-0.0186,0.0026,0.0022,863.0,6.6e-05,2.06,0.00288,0.0,0.0,5.6e-05,2.06,0.001659,0.011,0.0,3.3,0
12.228,196,0.5071,0.529,4.91,,44.95,20.88,15.21,0.0368,0.0194,-0.0011,-0.021,0.0026,0.0022,858.0,6.7e-05,2.05,0.002895,0.0,0.0,5.7e-05,2.05,0.001666,0.011,0.0,11.0,0
12.267,197,0.4814,0.529,4.89,,44.95,20.91,15.21,0.0458,0.0194,-0.0025,-0.0182,0.0026,0.0022,856.0,7e-05,2.04,0.002911,0.0,0.0,6e-05,2.04,0.001674,0.011,0.0,14.5,0
12.307,198,0.4976,0.529,4.88,,44.95,20.58,15.21,0.0482,0.0194,-0.0013,-0.0198,0.0026,0.0022,859.0,7.2e-05,2.03,0.002926,0.0,0.0,6e-05,2.03,0.00168,0.011,0.0,12.4,0
12.346,199,0.4863,0.529,4.86,,44.95,20.12,15.21,0.0463,0.0193,-0.0025,-0.0187,0.0026,0.0022,861.0,7.3e-05,2.02,0.002941,0.0,0.0,6e-05,2.02,0.001687,0.011,0.0,14.1,0
12.424,200,0.4644,0.529,4.83,,44.95,21.33,15.21,0.0494,0.0193,-0.0025,-0.0169,0.0026,0.0022,863.0,7.4e-05,2.01,0.002956,0.0,0.0,6e-05,2.01,0.001693,0.011,0.0,15.1,0
12.465,201,0.4589,0.529,4.81,,44.95,24.77,15.21,0.0306,0.0192,0.0001,-0.0159,0.0026,0.0022,870.0,7.8e-05,2.0,0.002971,0.0,0.0,6.3e-05,2.0,0.001699,0.011,0.0,4.2,0
12.502,202,0.4265,0.5246,4.8,,44.95,23.76,15.21,0.0347,0.0192,-0.0015,-0.0148,0.0026,0.0022,869.0,6.7e-05,2.14,0.002986,0.0,0.0,5.7e-05,2.14,0.001705,0.011,0.0,9.7,0
12.566,203,0.4463,0.5246,4.77,,44.95,25.12,15.21,0.0315,0.0191,0.0006,-0.0157,0.0026,0.0022,869.0,6.8e-05,2.13,0.003,0.0,0.0,5.7e-05,2.13,0.00171,0.011,0.0,2.3,0
12.607,204,0.4363,0.5246,4.76,,44.95,22.94,15.21,0.031,0.0191,-0.001,-0.0154,0.0026,0.0022,869.0,6.9e-05,2.12,0.003014,0.0,0.0,5.7e-05,2.12,0.001715,0.011,0.0,9.3,0
12.661,205,0.4495,0.5246,4.74,,44.95,23.47,15.21,0.0235,0.0191,-0.0001,-0.0173,0.0026,0.0022,869.0,6.9e-05,2.11,0.003029,0.0,0.0,5.7e-05,2.11,0.00172,0.011,0.0,6.1,0
12.779,206,0.4946,0.5246,4.7,,44.95,22.56,15.21,0.0204,0.019,-0.0009,-0.0165,0.0025,0.0022,869.0,7.2e-05,2.1,0.003043,0.0,0.0,6e-05,2.1,0.001724,0.0,0.0,7.3,0
12.856,207,0.4835,0.5246,4.67,,44.95,22.51,15.21,0.0188,0.019,-0.0001,-0.0182,0.0025,0.0022,875.0,7.4e-05,2.09,0.003056,0.0,0.0,6e-05,2.09,0.001729,0.0,0.0,6.4,0
12.897,208,0.484,0.5246,4.65,,44.95,22.5,15.21,0.017,0.0191,0.0006,-0.0201,0.0025,0.0022,869.0,7.5e-05,2.08,0.00307,0.0,0.0,6e-05,2.08,0.001733,0.0,0.0,4.2,0
12.937,209,0.5028,0.5246,4.64,,44.95,21.2,15.21,0.0102,0.0191,0.0002,-0.0177,0.0025,0.0022,869.0,6.6e-05,2.07,0.003083,0.0,0.0,5.4e-05,2.07,0.001736,0.0,0.0,3.7,0
12.961,210,0.4806,0.5246,4.63,,44.95,22.04,15.21,0.0132,0.0192,0.0006,-0.0179,0.0025,0.0022,869.0,6.7e-05,2.06,0.003096,0.0,0.0,5.4e-05,2.06,0.00174,0.0,0.0,2.3,0
13.056,211,0.4872,0.5246,4.6,,44.95,22.48,15.21,0.0117,0.0192,0.0017,-0.0176,0.0025,0.0022,869.0,6.7e-05,2.05,0.003109,0.0,0.0,5.4e-05,2.05,0.001743,0.0,0.0,-0.9,0
13.084,212,0.4791,0.5246,4.59,,44.95,22.59,15.21,0.0175,0.0192,0.0021,-0.0152,0.0025,0.0023,869.0,7e-05,2.04,0.003122,0.0,0.0,5.7e-05,2.04,0.001746,0.0,0.0,-2.3,0
13.172,213,0.471,0.5246,4.56,,44.95,23.45,15.21,0.028,0.0192,0.0027,-0.0166,0.0025,0.0023,869.0,7.1e-05,2.03,0.003134,0.0,0.0,5.7e-05,2.03,0.001749,0.0,0.0,-6.9,0
13.275,214,0.4771,0.5246,4.52,,44.95,25.18,15.21,0.0456,0.0191,0.003,-0.0181,0.0025,0.0023,867.0,7.1e-05,2.02,0.003146,0.0,0.0,5.7e-05,2.02,0.001751,0.0,0.0,-11.1,0
13.317,215,0.4643,0.5246,4.51,,44.95,24.47,15.21,0.0392,0.0191,0.0032,-0.0176,0.0025,0.0023,864.0,7.3e-05,2.01,0.003158,0.0,0.0,5.7e-05,2.01,0.001754,0.0,0.0,-12.4,0
13.367,216,0.4778,0.5246,4.49,,44.95,24.25,15.21,0.0334,0.019,0.0015,-0.0175,0.0025,0.0023,863.0,7.6e-05,2.0,0.00317,0.0,0.0,6e-05,2.0,0.001756,0.0,0.0,-8.2,0
13.446,217,0.4747,0.5246,4.46,,44.95,23.41,15.21,0.0207,0.019,-0.0004,-0.0184,0.0025,0.0023,863.0,6.8e-05,2.13,0.003182,0.0,0.0,5.4e-05,2.13,0.001758,0.0,0.0,-3.1,0
13.52,218,0.4911,0.5246,4.44,,44.95,22.98,15.21,0.0249,0.019,0.0008,-0.0179,0.0025,0.0022,859.0,6.8e-05,2.12,0.003193,0.0,0.0,5.4e-05,2.12,0.00176,0.0,0.0,-5.9,0
13.558,219,0.4614,0.5246,4.43,,44.95,25.25,15.21,0.0079,0.0191,-0.0007,-0.0179,0.0025,0.0022,858.0,6.8e-05,2.11,0.003204,0.0,0.0,5.4e-05,2.11,0.001761,0.0,0.0,-0.9,0
13.597,220,0.4788,0.5246,4.41,,44.95,22.49,15.21,0.0082,0.0191,-0.0009,-0.0177,0.0025,0.0022,856.0,6.9e-05,2.1,0.003216,0.0,0.0,5.4e-05,2.1,0.001763,0.0,0.0,1.8,0
13.636,221,0.4726,0.5246,4.4,,44.95,21.75,15.21,0.0136,0.0191,-0.0013,-0.0171,0.0025,0.0022,856.0,7.2e-05,2.09,0.003227,0.0,0.0,5.7e-05,2.09,0.001764,0.0,0.0,5.0,0
13.676,222,0.4806,0.5246,4.39,,44.95,22.07,15.21,0.0226,0.0191,-0.0022,-0.0172,0.0025,0.0022,859.0,7.3e-05,2.08,0.003238,0.0,0.0,5.7e-05,2.08,0.001765,0.0,0.0,9.1,0
13.689,223,0.5042,0.5246,4.38,,44.95,21.99,15.21,0.0368,0.0191,-0.003,-0.0184,0.0025,0.0022,856.0,7.4e-05,2.07,0.003249,0.0,0.0,5.7e-05,2.07,0.001767,0.0,0.0,13.5,0
13.792,224,0.4842,0.5246,4.35,,44.95,22.15,15.21,0.0196,0.0191,-0.0017,-0.018,0.0025,0.0022,861.0,6.8e-05,2.06,0.00326,0.0,0.0,5.2e-05,2.2,0.001767,0.0,0.0,8.2,0
13.871,225,0.4731,0.5246,4.33,,44.95,24.8,15.21,0.0225,0.019,0.0012,-0.0182,0.0025,0.0022,869.0,6.8e-05,2.05,0.003271,0.0,0.0,5.2e-05,2.19,0.001768,0.0,0.0,-5.0,0
13.95,226,0.4881,0.5246,4.3,,44.95,23.13,15.21,0.0189,0.019,0.0008,-0.0158,0.0025,0.0022,864.0,6.8e-05,2.05,0.003282,0.0,0.0,5.2e-05,2.18,0.001769,0.0,0.0,-3.7,0
14.028,227,0.4832,0.5246,4.28,,44.95,22.81,15.21,0.0196,0.019,0.0013,-0.0164,0.0025,0.0023,869.0,7e-05,2.04,0.003293,0.0,0.0,5.5e-05,2.17,0.00177,0.0,0.0,-5.0,0
14.122,228,0.475,0.5246,4.25,,44.95,24.35,15.21,0.0574,0.019,0.0043,-0.0182,0.0025,0.0023,869.0,7.1e-05,2.03,0.003304,0.0,0.0,5.5e-05,2.16,0.00177,0.0,0.0,-17.0,0
14.158,229,0.49,0.5246,4.24,,44.95,22.81,15.21,0.0695,0.0191,0.0048,-0.0167,0.0025,0.0023,869.0,7.1e-05,2.15,0.003315,0.0,0.0,5.5e-05,2.15,0.001771,0.0,0.0,-20.7,0
14.222,230,0.5004,0.5072,4.22,,44.95,23.24,15.21,0.0533,0.0191,0.0035,-0.0182,0.0025,0.0022,866.0,7.2e-05,2.14,0.003327,0.0,0.0,5.5e-05,2.01,0.001771,0.0,0.0,-17.0,0
14.261,231,0.4904,0.5072,4.21,,44.95,23.37,15.21,0.0771,0.0193,0.005,-0.0157,0.0026,0.0023,869.0,7.6e-05,2.13,0.003338,0.0,0.0,5.8e-05,2.0,0.001772,0.0,0.0,-23.0,0
14.3,232,0.5019,0.5072,4.2,,44.95,24.28,15.21,0.0838,0.0193,0.006,-0.0169,0.0026,0.0023,869.0,7e-05,2.12,0.00335,0.0,0.0,5.3e-05,2.26,0.001772,0.0,0.0,-25.5,1
14.339,233,0.4908,0.5072,4.18,,44.95,23.83,15.21,0.0747,0.0194,0.0058,-0.0173,0.0026,0.0023,869.0,7e-05,2.11,0.003362,0.0,0.0,5.3e-05,2.25,0.001772,0.0,0.0,-23.6,0
14.378,234,0.4784,0.5072,4.17,,44.95,22.57,15.21,0.0382,0.0194,0.0022,-0.0174,0.0026,0.0023,867.0,7e-05,2.11,0.003374,0.0,0.0,5.2e-05,2.24,0.001772,0.0,0.0,-10.6,0
14.419,235,0.5034,0.5072,4.16,,44.95,22.56,15.21,0.038,0.0193,0.0026,-0.0181,0.0026,0.0023,869.0,7e-05,2.1,0.003386,0.0,0.0,5.2e-05,2.23,0.001772,0.0,0.0,-11.5,0
14.538,236,0.4804,0.5072,4.13,,44.95,23.89,15.21,0.0397,0.0193,0.0017,-0.0182,0.0026,0.0023,861.0,7.3e-05,2.09,0.003399,0.0,0.0,5.5e-05,2.22,0.001773,0.0,0.0,-9.1,0
